9F5FHX4G+RX,Bus Sievekingplatz,0,161
9F5FJW62+3C,Bus A Eidelstedt Zentrum,0,161
9F5FJV9C+46,"Bus Halstenbek, Seestraße",0,161
9F5FJW92+JF,Bus Rebenacker,0,161
9F5FJVCW+7W,Bus Baumacker,0,161
9F5FFV93+JV,Mühlen-Apotheke,0,34
9F5FFX4R+H4,Kieser Training,0,124
9F5GM349+59,Bus Wesselstraat,0,161
9F5GH2PV+XX,Bhf Barmbek,1,167
9F5FFX6H+CF,Coffee Lounge,0,74
9F5FJW29+2J,Bus Wördemanns Weg,0,161
9F5FHXWX+49,Michel-Apotheke,0,34
9F5FFVC3+6W,Sparkasse Harburg Buxtehude,0,46
9F5FFV93+QV,Commerzbank,0,46
9F5FFVF3+F6,Bus S Neugraben,0,161
9F5FFX4P+XQ,Apotheke im Marktkauf-Center,0,34
9F5FFX4P+R2,CinemaxX,0,144
9F5FCXX3+VM,Bus Seestücken,0,161
9F5FCWXX+GQ,Bus Rickelstraße,0,161
9F5FFR3X+FX,Schafstall Infohaus Fischbeker Heide,0,146
9F5FJV5R+CC,Bus Jaarsmoor,0,161
9F5GM528+PV,Bus Claus-Ferck-Straße,0,161
9F5GF2R8+MQ,Deich-Apotheke,0,34
9F5GM4HX+F7,Bus U Hoisbüttel,0,161
9F5FJV44+H2,Pauls Kirche,0,50
9F5FHRXW+HH,Star,0,162
9F5FHVH3+R4,Jet,0,162
9F5FFWCJ+8R,Bus Bostelbek (Stader Straße),0,161
9F5FFQ8V+56,REWE,0,105
9F5FHWWF+6X,ASB-Berufsfachschule Hamburg,0,21
9F5GH234+6C,Bhf Hamburg Hauptbahnhof,1,167
9F5FGXWC+FF,Bhf Landungsbrücken,1,167
9F5FGXVJ+MM,U Baumwall (Elbphilharmonie),1,166
9F5FJW93+3G,Bhf Hörgensweg,1,167
9F5GJ3HX+4W,Bus Am Stühm-Süd,0,161
9F5FJW53+65,Postbank,0,46
9F5FJW43+M6,Block House,0,29
9F5FJW43+WH,Bücherhalle Eidelstedt,0,11
9F5FJV9R+VJ,Bus Grenzacker,0,161
9F5GJ4PM+W9,Bus Nektarweg,0,161
9F5GM526+6R,Apotheke am Bahnhof Volksdorf,0,34
9F5FGXXP+7P,U Rödingsmarkt,1,166
9F5FHX9J+3R,Abaton-Kino,0,144
9F5FFXC3+64,Bus Berkefeldweg,0,161
9F5FGW34+63,Bus Hafenbahnhof Alte Süderelbe,0,161
9F5FGW62+H9,Bus Dradenauer Deichweg,0,161
9F5GJ5X7+QG,Walddörfer Apotheke,0,34
9F5GJ5X7+GR,Zur alten Schmiede,0,34
9F5GJ5X7+MH,deFries express,0,26
9F5GJ5X7+WH,le Rustique,0,29
9F5FHPJ4+P2,Bus Wedel,0,161
9F5FHQM5+64,Bus Rissen,0,161
9F5FHRG7+JP,Bus Iserbrook,0,161
9F5FHPH7+Q3,"Bus Wedel, Müllerkamp",0,161
9F5FHPJG+X6,Bus Croningstraße,0,161
9F5FHPG7+92,"Bus Wedel, Ernst-Barlach-Schule",0,161
9F5FHPJM+M7,"Bus Wedel, Industriestraße (Nord)",0,161
9F5GJ5X7+5J,Post-Apotheke,0,34
9F5FHPGC+JQ,"Bus Wedel, Feldstraße",0,161
9F5FHPJ3+CH,Wedel,0,69
9F5GM53F+HR,Bus Im Allhorn,0,161
9F5GM539+8H,Bus Lerchenberg,0,161
9F5GJ5X7+65,Ärztehaus,0,31
9F5GJ53J+59,Bus Hoffmannstieg,0,161
9F5GH5RF+QJ,Bus Waldwinkel,0,161
9F5FHPM2+P4,"Bus Wedel, Markt",0,161
9F5FHMMX+H4,Roland,0,147
9F5FHPJ4+M7,Gemeinschaftspraxis Rosengarten,0,31
9F5FHP92+5X,Bus Wedel-Schulau,0,161
9F5FHMQV+Q9,"Bus Wedel, Lülanden",0,161
9F5FHPJ4+78,Stadtbücherei Wedel,0,11
9F5FHPH4+4J,ALDI,0,105
9F5FHPG4+Q8,Tedi,0,83
9F5FJP8C+R4,Katharinenhof,0,67
9F5GH4Q2+MG,Mr. Wash,0,162
9F5GH3C8+WR,HypoVereinsbank,0,46
9F5GH3R4+8J,Aral,0,162
9F5FHPMF+RJ,famila,0,105
9F5FHPMG+RF,Aldi,0,105
9F5FJWHQ+XV,Bus Wendlohstraße,0,161
9F5FHPH4+5G,EDEKA,0,105
9F5GM538+35,Freiwillige Feuerwehr Volksdorf,0,9
9F5FGXW9+PQ,Tower Bar,0,28
9F5FJW3W+P5,U Hagendeel,1,166
9F5FFVFG+VH,Postamt Hamburg Hausbruch,0,14
9F5FFVFG+R9,Neuwiedenthaler Apotheke,0,34
9F5FFVFG+V7,Hamburger Sparkasse,0,46
9F5GH3QH+X5,Bus Tilsiter Straße,0,161
9F5GH3RM+6P,Bus Tilsiter Straße (Mitte),0,161
9F5GH3RG+W8,Bus U Wandsbek-Gartenstadt,0,161
9F5GH3PH+57,Bus Friedrich-Ebert-Damm (West),0,161
9F5GH3PP+H8,Bus Stephanstraße,0,161
9F5GH3QV+44,Bus Helbingtwiete,0,161
9F5GH3QX+H5,Bus Am Stadtrand,0,161
9F5FGRVR+W9,Bus AIRBUS (Schiffsanleger),0,161
9F5GH32X+3M,Star Tankstelle,0,162
9F5FGWV7+CR,Bus Neumühlen,0,161
9F5FGXV2+HV,Bus Altona (Fischmarkt),0,161
9F5FJWGP+GR,Bus Freizeitbad Bondenwald,0,161
9F5GG2X7+FX,Arcadia,0,6
9F5GH23C+23,McDonald's,0,26
9F5GF2MG+57,Hamburg-Stillhorn,0,162
9F5FJWP9+XG,Schnelsen,0,68
9F5GG42W+GV,Bus Billwerder Billdeich 318,0,161
9F5GG43P+MH,"Bus Billwerder, Feuerwehr",0,161
9F5FFVFG+5X,Bus Neuwiedenthal,0,161
9F5GG2C7+M8,Bus Veddel,0,161
9F5FFX6J+HQ,Bus Harburg Rathaus (Hölertwiete),0,161
9F5FFV63+QQ,Bus Ringheide,0,161
9F5GG2WF+JF,Bus Hammerbrook,0,161
9F5FFV94+89,Bus Distelacker,0,161
9F5FFVCJ+H2,Hausbruch,0,68
9F5FFRFV+H3,Neugraben-Fischbek,0,68
9F5FFWMF+WG,Moorburg,0,68
9F5FFW7W+F4,Heimfeld,0,68
9F5FHWWH+P9,Stellingen,0,68
9F5FGW96+V9,Waltershof,0,68
9F5FFXRW+WF,Wilhelmsburg,0,68
9F5GJ39F+C7,Bus Bramfeld See,0,161
9F5FGR95+75,Neuenfelde,0,68
9F5FGR7F+6X,Bus Hasselwerder Straße,0,161
9F5FGQ7V+XV,Bus Marschkamper Deich,0,161
9F5FFV48+GM,Bus Bauernholztal,0,161
9F5GH267+2W,Bus AK St. Georg,0,161
9F5FHXF5+WC,Bus Schulweg,0,161
9F5GH2W3+HG,Winterhude,0,68
9F5FHXMG+93,Hoheluft-Ost,0,68
9F5FHX9P+9X,Rotherbaum,0,68
9F5GH2XX+H6,Barmbek-Nord,0,68
9F5GH33Q+JH,Horn,0,68
9F5GJ2JF+W8,Fuhlsbüttel,0,68
9F5GH222+47,Hamburg,0,66
9F5GF3CJ+GX,Bus Beim Avenberg,0,161
